iteration,timestamp,no_of_UAV,no_of_Fail_UAV,Coverage,network_efficiency,num_components
1,42,13,0,89.5,0.735,1
1,43,13,0,77.5,0.7425,1
1,44,13,0,92,0.6699,1
1,45,13,0,39,0.5415,1
2,0,5,0,0,1,1
2,1,5,0,41,0.55,2
2,2,5,0,51.5,0.8,1
2,3,5,0,52,1,1
2,4,5,0,51,0.85,1
2,5,5,0,47,0.8,1
2,6,6,0,61.5,0.7556,1
2,7,6,0,57.5,0.8333,1
2,8,6,0,63.5,0.8,1
2,9,6,0,66,0.8333,1
2,10,6,0,55.5,0.9333,1
2,11,7,0,60.5,0.881,1
2,12,7,0,71,0.754,1
2,13,7,0,75,0.7619,1
2,14,7,0,64,0.8333,1
2,15,7,0,3,0.3968,2
2,16,8,0,11,0.7738,1
2,17,8,0,35.5,0.7232,1
2,18,7,1,39,0.7698,1
2,19,7,1,44.5,0.7222,1
2,20,7,1,50,0.8333,1
2,21,8,1,60.5,0.7083,1
2,22,8,1,64.5,0.8333,1
2,23,8,1,70,0.7798,1
2,24,8,1,76,0.7143,1
2,25,8,1,69,0.7262,1
2,26,9,1,69.5,0.5694,2
2,27,9,1,75,0.7269,1
2,28,9,1,76.5,0.7407,1
2,29,9,1,76,0.7315,1
2,30,9,1,27,0.6806,1
2,31,10,1,58,0.4148,3
2,32,10,1,64.5,0.6222,2
2,33,10,1,72,0.5452,1
2,34,10,1,79.5,0.713,1
2,35,10,1,79,0.7444,1
2,36,11,1,82.5,0.7485,1
2,37,11,1,72,0.6985,1
2,38,11,1,80,0.6576,1
2,39,11,1,77.5,0.6879,1
2,40,11,1,78,0.6909,1
2,41,12,1,84,0.6768,1
2,42,12,1,83.5,0.7475,1
2,43,12,1,83.5,0.7172,1
2,44,12,1,82,0.7096,1
2,45,12,1,45,0.5869,1
3,0,5,0,34.5,1,3
3,1,5,0,53,0.2,3
3,2,5,0,49,0.35,2
3,3,5,0,50,0.8,1
3,4,5,0,45.5,0.3,3
3,5,5,0,53,0.85,1
3,6,6,0,59.5,0.9,1
3,7,6,0,64.5,0.9,1
3,8,6,0,70,0.7667,1
3,9,6,0,59.5,0.8333,1
3,10,6,0,57.5,0.7778,1
3,11,7,0,70,0.7698,1
3,12,7,0,61.5,0.8254,1
3,13,7,0,72.5,0.7698,1
3,14,7,0,68,0.881,1
3,15,7,0,0,0.746,1
3,16,8,0,17,0.5964,1
3,17,8,0,30.5,0.5119,2
3,18,8,0,25.5,0.5238,2
3,19,8,0,36.5,0.6577,1
3,20,8,0,51,0.7262,1
3,21,9,0,62,0.6019,2
3,22,9,0,74.5,0.6898,1
3,23,9,0,68.5,0.7222,1
3,24,9,0,82.5,0.7685,1
3,25,9,0,82.5,0.7685,1
3,26,10,0,80.5,0.7815,1
3,27,10,0,80.5,0.7667,1
3,28,10,0,85.5,0.7481,1
3,29,10,0,78.5,0.8,1
3,30,10,0,41,0.7185,1
3,31,11,0,69,0.4758,2
3,32,11,0,56.5,0.703,1
3,33,11,0,57.5,0.6091,2
3,34,11,0,77.5,0.697,1
3,35,11,0,76,0.6424,1
3,36,12,0,77,0.6919,1
3,37,12,0,84,0.7146,1
3,38,12,0,85,0.6717,1
3,39,12,0,77.5,0.7449,1
3,40,12,0,79.5,0.6818,1
3,41,13,0,72,0.5524,2
3,42,13,0,85.5,0.6389,1
3,43,13,0,87.5,0.6111,1
3,44,13,0,93.5,0.7201,1
3,45,13,0,39.5,0.5767,1
4,0,5,0,29,1,2
4,1,5,0,38.5,0.4333,2
4,2,5,0,58,0.85,1
4,3,5,0,54.5,0.85,1
4,4,5,0,58,0.8,1
4,5,5,0,58.5,0.6667,1
4,6,6,0,55.5,0.9,1
4,7,6,0,56.5,0.8,1
4,8,6,0,64,0.8,1
4,9,6,0,53.5,0.8222,1
4,10,6,0,68.5,0.8667,1
4,11,7,0,75.5,0.7857,1
4,12,7,0,65,0.8571,1
4,13,7,0,65.5,0.9048,1
4,14,7,0,72.5,0.8571,1
4,15,7,0,10,0.4762,2
4,16,8,0,27,0.2917,3
4,17,8,0,43.5,0.3839,2
4,18,8,0,41,0.6399,1
4,19,8,0,37.5,0.7619,1
4,20,8,0,59,0.6071,2
4,21,9,0,67,0.7176,1
4,22,9,0,64,0.7454,1
4,23,9,0,69.5,0.7963,1
4,24,9,0,69,0.7361,1
4,25,9,0,62,0.6435,1
4,26,10,0,72.5,0.7019,1
4,27,10,0,71.5,0.7407,1
4,28,10,0,71,0.7593,1
4,29,10,0,84,0.7074,1
4,30,10,0,58,0.7481,1
4,31,11,0,60.5,0.5903,1
4,32,11,0,59,0.5106,2
4,33,11,0,68,0.6333,1
4,34,11,0,75,0.7545,1
4,35,11,0,71,0.7152,1
4,36,12,0,77,0.7449,1
4,37,12,0,80,0.6566,1
4,38,12,0,80.5,0.6932,1
4,39,12,0,84,0.6944,1
4,40,12,0,89.5,0.6667,1
4,41,13,0,88,0.6987,1
4,42,13,0,84,0.6859,1
4,43,13,0,92,0.7415,1
4,44,13,0,97,0.7479,1
4,45,13,0,49,0.5942,1
5,0,5,0,0,1,1
5,1,5,0,7.5,0.1,4
5,2,5,0,47.5,0.25,3
5,3,5,0,43.5,0.8,1
5,4,5,0,51,0.9,1
5,5,5,0,40,0.85,1
5,6,6,0,68,0.7889,1
5,7,6,0,68,0.7111,1
5,8,6,0,61.5,0.6556,1
5,9,6,0,70.5,0.8333,1
5,10,6,0,57,0.9,1
5,11,7,0,60,0.8571,1
5,12,7,0,56,0.8095,1
5,13,7,0,76,0.8095,1
5,14,7,0,69.5,0.9048,1
5,15,7,0,3,0.7143,1
5,16,8,0,28,0.6071,2
5,17,8,0,44,0.6935,1
5,18,8,0,55.5,0.75,1
5,19,8,0,62.5,0.6071,2
5,20,8,0,53,0.7976,1
5,21,9,0,63,0.7685,1
5,22,9,0,72,0.7222,1
5,23,9,0,67,0.7685,1
5,24,9,0,73,0.6991,1
5,25,9,0,80.5,0.787,1
5,26,10,0,80,0.7556,1
5,27,10,0,68.5,0.8037,1
5,28,10,0,78,0.7704,1
5,29,10,0,81,0.8333,1
5,30,10,0,52.5,0.5852,1
5,31,11,0,60.5,0.5079,2
5,32,11,0,66.5,0.7939,1
5,33,11,0,82.5,0.7848,1
5,34,10,1,76.5,0.7704,1
5,35,10,1,76,0.7519,1
5,36,11,1,81,0.6515,2
5,37,11,1,83,0.7303,1
5,38,11,1,80.5,0.7879,1
5,39,11,1,81,0.7394,1
5,40,10,2,82,0.7407,1
5,41,11,2,80.5,0.5909,2
5,42,11,2,76,0.7121,1
5,43,11,2,84,0.7091,1
5,44,11,2,79.5,0.7424,1
5,45,11,2,31,0.5976,1
6,0,5,0,0,1,1
6,1,5,0,32.5,0.35,2
6,2,5,0,37.5,0.4,2
6,3,5,0,50.5,0.7333,1
6,4,5,0,55.5,0.8,1
6,5,5,0,64.5,0.95,1
6,6,6,0,69,0.7111,1
6,7,6,0,62.5,0.8667,1
6,8,6,0,62.5,0.9,1
6,9,6,0,62.5,0.8333,1
6,10,6,0,61.5,0.7556,1
6,11,7,0,68.5,0.6587,1
6,12,6,1,57.5,0.9,1
6,13,6,1,59.5,0.8333,1
6,14,6,1,55.5,0.7889,1
6,15,6,1,8,0.4,2
6,16,7,1,15,0.4683,2
6,17,7,1,38.5,0.7222,1
6,18,7,1,26.5,0.6349,1
6,19,7,1,52.5,0.7778,1
6,20,7,1,61,0.7619,1
6,21,8,1,59,0.6577,1
6,22,8,1,67,0.7798,1
6,23,8,1,67,0.7679,1
6,24,8,1,66,0.75,1
6,25,8,1,75.5,0.7798,1
6,26,9,1,77,0.7639,1
6,27,9,1,78.5,0.5926,2
6,28,9,1,72.5,0.6991,1
6,29,9,1,68.5,0.7593,1
6,30,9,1,25,0.5023,2
6,31,10,1,46.5,0.4489,2
6,32,10,1,77,0.6396,1
6,33,10,1,75.5,0.6926,1
6,34,10,1,76,0.7296,1
6,35,10,1,81.5,0.7407,1
6,36,11,1,74.5,0.6636,1
6,37,11,1,76,0.6545,1
6,38,11,1,86.5,0.7,1
6,39,11,1,85.5,0.6909,1
6,40,11,1,84.5,0.7303,1
6,41,12,1,82.5,0.7083,1
6,42,12,1,83.5,0.6793,1
6,43,12,1,88.5,0.7298,1
6,44,12,1,80.5,0.6591,1
6,45,12,1,44.5,0.6081,1
7,0,5,0,14,1,1
7,1,5,0,34.5,0.9,1
7,2,5,0,48,0.7333,1
7,3,5,0,45.5,0.7833,1
7,4,5,0,55.5,0.7833,1
7,5,5,0,56,0.85,1
7,6,6,0,71.5,0.7333,1
7,7,6,0,60.5,0.7444,1
7,8,6,0,62,0.8667,1
7,9,6,0,61.5,0.6667,1
7,10,6,0,76,0.7889,1
7,11,7,0,63.5,0.619,2
7,12,7,0,59.5,0.5714,2
7,13,7,0,64,0.7698,1
7,14,7,0,67,0.7778,1
7,15,7,0,3.5,0.6429,1
7,16,8,0,15,0.503,2
7,17,8,0,31.5,0.7173,1
7,18,8,0,42.5,0.5774,2
7,19,8,0,65,0.5357,2
7,20,8,0,66.5,0.7202,1
7,21,9,0,76.5,0.706,1
7,22,9,0,71,0.7477,1
7,23,9,0,68,0.6653,1
7,24,8,1,70,0.7917,1
7,25,8,1,63,0.7024,1
7,26,9,1,62.5,0.6528,1
7,27,9,1,62,0.7269,1
7,28,9,1,71,0.7083,1
7,29,9,1,60.5,0.6273,1
7,30,9,1,33.5,0.6343,1
7,31,10,1,43.5,0.5352,2
7,32,10,1,58.5,0.7056,1
7,33,10,1,74.5,0.3556,3
7,34,10,1,71.5,0.6574,1
7,35,10,1,78.5,0.6593,1
7,36,11,1,80.5,0.6697,2
7,37,11,1,81,0.7485,1
7,38,11,1,89.5,0.5909,2
7,39,11,1,89,0.6303,2
7,40,11,1,89.5,0.6879,1
7,41,12,1,85,0.7677,1
7,42,12,1,90,0.6919,1
7,43,12,1,85.5,0.6717,1
7,44,11,2,82.5,0.7,1
7,45,11,2,37.5,0.3091,3
8,0,5,0,0,1,1
8,1,5,0,25.5,0.2,3
8,2,5,0,50,0.25,3
8,3,5,0,46,0.55,2
8,4,5,0,53,0.85,1
8,5,5,0,45.5,0.55,2
8,6,6,0,68,0.8333,1
8,7,6,0,58.5,0.65,1
8,8,6,0,67.5,0.7556,1
8,9,6,0,51.5,0.8667,1
8,10,6,0,60,0.9,1
8,11,7,0,64,0.7063,1
8,12,7,0,66,0.8095,1
8,13,7,0,64.5,0.754,1
8,14,7,0,67.5,0.8571,1
8,15,7,0,0.5,0.7857,1
8,16,8,0,16,0.6143,1
8,17,8,0,31.5,0.6548,1
8,18,8,0,24.5,0.7679,1
8,19,8,0,33.5,0.744,1
8,20,8,0,49,0.5179,2
8,21,9,0,66.5,0.6366,1
8,22,9,0,46,0.5394,2
8,23,9,0,61.5,0.662,1
8,24,9,0,64.5,0.75,1
8,25,9,0,56.5,0.7963,1
8,26,10,0,73.5,0.7,1
8,27,10,0,70,0.7778,1
8,28,10,0,65,0.763,1
8,29,10,0,73.5,0.7407,1
8,30,10,0,45.5,0.6685,1
8,31,11,0,63.5,0.5294,1
8,32,11,0,65,0.633,1
8,33,11,0,79.5,0.7076,1
8,34,11,0,88,0.6985,1
8,35,11,0,89.5,0.7333,1
8,36,12,0,86,0.7475,1
8,37,12,0,90.5,0.6376,1
8,38,12,0,95,0.7399,1
8,39,12,0,88,0.6894,1
8,40,12,0,88,0.7475,1
8,41,13,0,96,0.6624,2
8,42,13,0,88,0.6453,2
8,43,13,0,87.5,0.6677,1
8,44,13,0,88.5,0.7714,1
8,45,13,0,26,0.4808,2
9,0,5,0,0,1,1
9,1,5,0,31,0.35,2
9,2,5,0,35.5,0.3,3
9,3,5,0,36.5,0.7333,1
9,4,5,0,47,0.7167,1
9,5,5,0,39,0.7167,1
9,6,6,0,58,0.9667,1
9,7,6,0,60,0.8,1
9,8,6,0,65,0.8333,1
9,9,6,0,57,0.7444,1
9,10,6,0,51,0.7111,1
9,11,7,0,55.5,0.4762,2
9,12,7,0,48.5,0.3571,2
9,13,7,0,68,0.7619,1
9,14,7,0,69.5,0.7619,1
9,15,7,0,2.5,0.4881,2
9,16,8,0,10,0.6994,1
9,17,8,0,32.5,0.5536,2
9,18,8,0,34,0.7143,1
9,19,8,0,57,0.6964,2
9,20,8,0,63.5,0.7381,1
9,21,9,0,74,0.7315,1
9,22,9,0,73.5,0.7546,1
9,23,9,0,74,0.7407,1
9,24,9,0,76.5,0.7917,1
9,25,9,0,78.5,0.7315,1
9,26,10,0,70,0.6185,2
9,27,10,0,83,0.7444,1
9,28,10,0,71.5,0.7111,1
9,29,10,0,75.5,0.7556,1
9,30,10,0,38.5,0.7407,1
9,31,11,0,56,0.5288,2
9,32,11,0,63,0.5636,2
9,33,11,0,73,0.5439,2
9,34,11,0,82.5,0.6061,2
9,35,11,0,91.5,0.6909,1
9,36,12,0,83,0.6591,1
9,37,12,0,88,0.702,1
9,38,12,0,93.5,0.7323,1
9,39,12,0,93.5,0.7778,1
9,40,12,0,81.5,0.6894,2
9,41,13,0,89,0.6538,2
9,42,13,0,90,0.7083,1
9,43,13,0,90,0.6677,1
9,44,13,0,90,0.6699,1
9,45,13,0,45,0.5808,1
10,0,5,0,18,1,2
10,1,5,0,30,0.25,3
10,2,5,0,49,0.8,1
10,3,5,0,50,0.6667,1
10,4,5,0,57,0.7167,1
10,5,5,0,52.5,0.85,1
10,6,6,0,63.5,0.7333,1
10,7,6,0,64.5,0.8333,1
10,8,6,0,65,0.8333,1
10,9,6,0,62.5,0.7333,1
10,10,6,0,60.5,0.8333,1
10,11,7,0,59,0.6905,2
10,12,7,0,63,0.5714,2
10,13,7,0,72.5,0.881,1
10,14,7,0,78,0.8095,1
10,15,7,0,0,0.5635,2
10,16,8,0,7,0.6667,1
10,17,8,0,41.5,0.6429,2
10,18,8,0,43,0.6071,2
10,19,8,0,52,0.75,1
10,20,8,0,51.5,0.875,1
10,21,9,0,71.5,0.6829,1
10,22,9,0,71.5,0.5972,2
10,23,9,0,73,0.7269,1
10,24,9,0,67.5,0.7014,1
10,25,9,0,76,0.6111,2
10,26,10,0,73,0.737,1
10,27,10,0,76,0.7556,1
10,28,10,0,75.5,0.7278,1
10,29,10,0,76,0.5407,2
10,30,10,0,34,0.5352,2
10,31,11,0,58.5,0.5639,1
10,32,11,0,68.5,0.6491,1
10,33,11,0,69.5,0.5752,1
10,34,11,0,80.5,0.7758,1
10,35,11,0,74,0.7227,1
10,36,12,0,78.5,0.5429,2
10,37,12,0,88.5,0.6187,2
10,38,12,0,87,0.7412,1
10,39,12,0,81.5,0.7146,1
10,40,12,0,83,0.7172,1
10,41,13,0,92,0.6197,2
10,42,13,0,83.5,0.7073,1
10,43,13,0,90,0.6966,1
10,44,13,0,88,0.7521,1
10,45,13,0,51,0.5036,1
11,0,5,0,30,1,3
11,1,5,0,46,0.4333,2
11,2,5,0,46.5,0.5,2
11,3,5,0,58,0.5,2
11,4,5,0,58.5,0.85,1
11,5,5,0,55,0.8,1
11,6,6,0,58,0.7889,1
11,7,6,0,48.5,0.8333,1
11,8,6,0,62,0.7556,1
11,9,6,0,56.5,0.4778,2
11,10,6,0,62,0.9,1
11,11,7,0,69.5,0.881,1
11,12,7,0,72.5,0.881,1
11,13,7,0,64,0.8333,1
11,14,7,0,72,0.8095,1
11,15,7,0,3,0.4762,2
11,16,8,0,16.5,0.4792,2
11,17,8,0,19,0.4417,2
11,18,8,0,32.5,0.503,2
11,19,8,0,32,0.5827,1
11,20,8,0,44,0.2857,3
11,21,9,0,70.5,0.5671,1
11,22,9,0,68,0.5463,2
11,23,9,0,66.5,0.5255,2
11,24,9,0,70.5,0.8194,1
11,25,9,0,75,0.7731,1
11,26,10,0,70.5,0.7037,1
11,27,10,0,80.5,0.6037,2
11,28,10,0,84,0.7222,1
11,29,10,0,86.5,0.8222,1
11,30,10,0,57,0.3704,2
11,31,11,0,51,0.7212,1
11,32,11,0,71.5,0.6394,1
11,33,11,0,77,0.6576,1
11,34,11,0,77,0.7045,1
11,35,11,0,85.5,0.6758,1
11,36,12,0,77.5,0.6583,1
11,37,12,0,79.5,0.7361,1
11,38,12,0,88,0.6641,1
11,39,12,0,83.5,0.6629,1
11,40,12,0,82,0.6439,1
11,41,13,0,84.5,0.6496,1
11,42,13,0,83,0.6613,1
11,43,13,0,86,0.7393,1
11,44,13,0,85,0.6784,1
11,45,13,0,41.5,0.5814,1
12,0,5,0,0,1,1
12,1,5,0,20.5,0.3,3
12,2,5,0,43,0.7333,1
12,3,5,0,43.5,0.7333,1
12,4,5,0,60.5,0.9,1
12,5,5,0,55,0.9,1
12,6,6,0,59,0.9333,1
12,7,6,0,57,0.8333,1
12,8,6,0,68.5,0.7556,1
12,9,6,0,51.5,0.8333,1
12,10,6,0,62.5,0.8333,1
12,11,7,0,61,0.8571,1
12,12,7,0,61,0.9286,1
12,13,7,0,51,0.8333,1
12,14,7,0,72.5,0.8571,1
12,15,7,0,0,0.6032,1
12,16,8,0,4,0.3988,3
12,17,8,0,16.5,0.6429,1
12,18,8,0,9,0.619,1
12,19,8,0,28.5,0.5595,2
12,20,8,0,19,0.4107,2
12,21,9,0,46.5,0.6806,1
12,22,9,0,54,0.7593,1
12,23,9,0,61.5,0.7454,1
12,24,9,0,72.5,0.6991,1
12,25,9,0,68,0.6227,1
12,26,10,0,84.5,0.7296,1
12,27,10,0,78,0.6815,1
12,28,10,0,72.5,0.7667,1
12,29,10,0,85.5,0.7667,1
12,30,10,0,48.5,0.3481,2
12,31,11,0,59.5,0.3861,2
12,32,11,0,89,0.6152,1
12,33,11,0,84.5,0.6182,2
12,34,11,0,82.5,0.5788,2
12,35,11,0,81,0.6727,1
12,36,12,0,93.5,0.6162,2
12,37,12,0,93.5,0.6452,1
12,38,12,0,91,0.7197,1
12,39,12,0,89.5,0.6907,1
12,40,12,0,84,0.702,1
12,41,13,0,93.5,0.7457,1
12,42,13,0,82,0.735,1
12,43,13,0,89.5,0.7051,1
12,44,13,0,87.5,0.6731,1
12,45,13,0,31,0.5562,1
13,0,5,0,7,1,2
13,1,5,0,43,0.2,3
13,2,5,0,32,0.2,3
13,3,5,0,30.5,0.4,2
13,4,5,0,46.5,0.7833,1
13,5,5,0,53.5,0.9,1
13,6,6,0,62,0.5333,2
13,7,6,0,61.5,0.8667,1
13,8,6,0,68.5,0.7,1
13,9,6,0,68,0.8333,1
13,10,6,0,75.5,0.8,1
13,11,7,0,59.5,0.7698,1
13,12,7,0,68,0.7222,1
13,13,7,0,70.5,0.6984,1
13,14,7,0,62,0.5635,2
13,15,7,0,2,0.7937,1
13,16,8,0,21.5,0.7083,1
13,17,8,0,34.5,0.75,1
13,18,8,0,39.5,0.6381,1
13,19,8,0,42,0.6429,2
13,20,8,0,56.5,0.6488,1
13,21,9,0,64,0.6204,2
13,22,9,0,65,0.7384,1
13,23,9,0,69,0.6329,1
13,24,9,0,69.5,0.6296,1
13,25,9,0,63,0.7083,1
13,26,10,0,78,0.6611,1
13,27,10,0,84,0.6926,1
13,28,10,0,73.5,0.7574,1
13,29,10,0,88,0.7556,1
13,30,10,0,46,0.4889,2
13,31,11,0,64.5,0.6182,1
13,32,11,0,85,0.5303,2
13,33,11,0,73.5,0.5636,2
13,34,11,0,86,0.6152,2
13,35,11,0,81.5,0.7,2
13,36,12,0,88.5,0.7096,1
13,37,12,0,92.5,0.7374,1
13,38,12,0,84,0.6503,1
13,39,12,0,88,0.7045,1
13,40,12,0,84,0.7172,1
13,41,13,0,94.5,0.6474,1
13,42,13,0,89,0.7447,1
13,43,12,1,83.5,0.6301,1
13,44,12,1,88,0.6641,1
13,45,12,1,41.5,0.4596,3
14,0,5,0,4.5,1,1
14,1,5,0,43,0.4333,2
14,2,5,0,40.5,0.85,1
14,3,5,0,47,0.85,1
14,4,5,0,42,0.8,1
14,5,5,0,50,0.4,2
14,6,6,0,61.5,0.7111,1
14,7,6,0,51.5,0.8333,1
14,8,6,0,54.5,0.7556,1
14,9,6,0,57.5,0.8667,1
14,10,6,0,63,0.9,1
14,11,7,0,65.5,0.6825,1
14,12,7,0,68,0.5714,2
14,13,7,0,65,0.8254,1
14,14,7,0,72.5,0.8333,1
14,15,7,0,7,0.6706,1
14,16,8,0,26.5,0.553,1
14,17,8,0,50,0.5119,2
14,18,8,0,50,0.4345,2
14,19,8,0,47,0.7857,1
14,20,8,0,55,0.7679,1
14,21,9,0,50,0.7315,1
14,22,9,0,43.5,0.8287,1
14,23,9,0,56.5,0.7361,1
14,24,9,0,78.5,0.6968,1
14,25,9,0,70.5,0.8194,1
14,26,10,0,78,0.4185,3
14,27,10,0,74.5,0.5407,2
14,28,10,0,81.5,0.6481,1
14,29,10,0,77.5,0.7037,1
14,30,10,0,27.5,0.6,1
14,31,11,0,48.5,0.7606,1
14,32,11,0,79,0.5273,2
14,33,11,0,77.5,0.7758,1
14,34,11,0,80.5,0.7152,1
14,35,11,0,90,0.7545,1
14,36,12,0,75.5,0.6275,1
14,37,12,0,81.5,0.7159,1
14,38,12,0,88,0.7045,1
14,39,12,0,81,0.7601,1
14,40,12,0,80.5,0.7096,1
14,41,13,0,90,0.656,1
14,42,13,0,86.5,0.7115,1
14,43,13,0,88,0.6635,1
14,44,13,0,94.5,0.6656,1
14,45,13,0,44.5,0.5938,1
15,0,5,0,26,1,2
15,1,5,0,49.5,0.4333,2
15,2,5,0,47.5,0.6417,1
15,3,5,0,44,0.25,3
15,4,5,0,48,0.8,1
15,5,5,0,43.5,0.85,1
15,6,6,0,44,0.6333,2
15,7,6,0,42.5,0.5667,2
15,8,6,0,62,0.2333,3
15,9,6,0,38.5,0.4778,2
15,10,6,0,49,0.4444,2
15,11,7,0,65.5,0.5079,2
15,12,7,0,65.5,0.381,3
15,13,7,0,63,0.5952,2
15,14,7,0,69.5,0.6706,1
15,15,7,0,4.5,0.2619,3
15,16,8,0,18,0.125,5
15,17,8,0,49.5,0.3571,3
15,18,8,0,45,0.6071,1
15,19,8,0,49,0.5774,2
15,20,8,0,51.5,0.6845,1
15,21,9,0,61,0.5486,2
15,22,9,0,59,0.7083,1
15,23,9,0,76.5,0.6806,1
15,24,9,0,70.5,0.7639,1
15,25,8,1,79,0.7798,1
15,26,9,1,69.5,0.8333,1
15,27,9,1,72.5,0.787,1
15,28,9,1,78.5,0.8287,1
15,29,9,1,85,0.8148,1
15,30,9,1,17.5,0.7454,1
15,31,10,1,43.5,0.6407,1
15,32,10,1,46.5,0.513,2
15,33,10,1,54.5,0.6685,1
15,34,10,1,65.5,0.6581,1
15,35,10,1,65.5,0.6185,1
15,36,11,1,81,0.6158,1
15,37,11,1,79,0.7091,1
15,38,11,1,92,0.7697,1
15,39,11,1,85,0.7818,1
15,40,11,1,84,0.7667,1
15,41,12,1,85.5,0.6288,2
15,42,12,1,84,0.6869,1
15,43,12,1,80.5,0.7298,1
15,44,12,1,86.5,0.6919,1
15,45,12,1,51.5,0.2904,3
16,0,5,0,17.5,1,2
16,1,5,0,31,0.5,2
16,2,5,0,50,0.5,2
16,3,5,0,52.5,0.6417,1
16,4,5,0,46,0.7833,1
16,5,5,0,44.5,0.4,2
16,6,6,0,58,0.7889,1
16,7,6,0,63,0.9,1
16,8,6,0,57,0.8667,1
16,9,6,0,64,0.7111,1
16,10,6,0,72,0.8333,1
16,11,7,0,70,0.5952,2
16,12,7,0,74.5,0.7778,1
16,13,7,0,63,0.9048,1
16,14,7,0,63.5,0.7698,1
16,15,7,0,19.5,0.5635,2
16,16,8,0,29.5,0.6429,2
16,17,8,0,44,0.7857,1
16,18,8,0,35.5,0.8155,1
16,19,8,0,41,0.7083,1
16,20,8,0,55.5,0.7619,1
16,21,9,0,60.5,0.7454,1
16,22,9,0,55.5,0.7963,1
16,23,9,0,65.5,0.662,1
16,24,9,0,63,0.6667,1
16,25,9,0,64.5,0.787,1
16,26,10,0,69,0.7185,1
16,27,10,0,65.5,0.7556,1
16,28,10,0,71.5,0.7148,1
16,29,10,0,73.5,0.7778,1
16,30,10,0,53,0.6241,1
16,31,11,0,50,0.6909,1
16,32,11,0,75.5,0.6848,1
16,33,11,0,72,0.6667,1
16,34,11,0,78.5,0.6233,1
16,35,11,0,78,0.6764,1
16,36,12,0,79.5,0.6313,1
16,37,12,0,84,0.6591,1
16,38,12,0,80,0.7222,1
16,39,12,0,84.5,0.6995,1
16,40,12,0,82.5,0.6313,1
16,41,13,0,86,0.6688,1
16,42,13,0,88,0.5679,1
16,43,13,0,87,0.6613,1
16,44,13,0,87,0.703,1
16,45,13,0,36.5,0.4906,2
17,0,5,0,0,1,2
