Iteration No,Coverage,No of connected components,Simulation time,No of drone failed,Network efficiency,Avg Energy (J),Min Energy (J)
5,45,7,1,0,0.1136,124936.01,124936.01
5,45,7,2,0,0.1136,124901.35,124872.02
5,45,6,3,0,0.1136,124869.36,124840.03
5,47,6,4,0,0.1136,124767.48,124001.47
5,47,6,5,0,0.1136,124735.49,123969.48
5,50.5,7,6,0,0.1136,124495.07,122274.99
5,50.5,7,7,0,0.1136,124463.08,122242.99
5,43.5,6,8,0,0.1136,124361.2,122211
5,43.5,6,9,0,0.1136,124329.21,122179
5,56.99999999999999,5,10,0,0.1503,124120.79,122179
5,56.99999999999999,5,11,0,0.1503,124088.79,122147.01
5,56.49999999999999,5,12,0,0.1503,123986.92,122115.01
5,56.49999999999999,7,13,0,0.1503,123954.92,122083.02
5,56.49999999999999,6,14,0,0.1503,123714.51,119549.98
5,56.49999999999999,5,15,0,0.1503,123682.51,119517.98
5,25,5,16,0,0.2967,123442.1,119485.99
5,25,5,17,0,0.2967,123410.1,119453.99
5,24.5,4,18,0,0.1995,123169.69,119422
5,24.5,4,19,0,0.1995,123137.69,119390
5,19.5,4,20,0,0.1995,122969.39,119390
5,19.5,4,21,0,0.1995,122937.4,119358.01
5,19.5,5,22,0,0.1995,122696.98,119326.01
5,19.5,4,23,0,0.1995,122664.99,119294.02
5,14.499999999999998,4,24,0,0.2563,122630.33,119230.03
5,14.499999999999998,3,25,0,0.2563,122598.33,119198.04
5,13,4,26,0,0.2083,122429.25,117520.93
5,13,4,27,0,0.2083,122397.25,117488.93
5,12,5,28,0,0.2008,122156.84,114955.89
5,12,4,29,0,0.2008,122124.84,114923.89
5,12,4,30,0,0.2008,121916.42,114923.89
5,12,4,31,0,0.2008,121884.43,114891.9
5,18,4,32,0,0.2008,121715.34,114859.91
5,18,4,33,0,0.2008,121683.34,114827.91
5,19.5,4,34,0,0.2311,121442.93,114795.92
5,19.5,4,35,0,0.2311,121410.93,114763.92
5,24.5,4,36,0,0.2311,121376.27,114731.93
5,24.5,4,37,0,0.2311,121344.28,114699.93
5,18.5,5,38,0,0.1641,121103.86,114667.94
5,18.5,6,39,0,0.1641,121071.87,114635.94
5,16.5,5,40,0,0.1641,120863.45,114635.94
5,16.5,5,41,0,0.1641,120831.45,114603.95
5,18,6,42,0,0.1641,120662.37,114571.95
5,18,5,43,0,0.1641,120630.37,114539.96
5,18,5,44,0,0.1641,120595.71,114507.96
5,18,5,45,0,0.1641,120563.72,114475.97
6,11.5,4,0,0,0.2323,124968.01,124968.01
6,11.5,4,1,0,0.2323,124936.01,124936.01
6,8,4,2,0,0.2146,124695.6,122402.97
6,8,4,3,0,0.2146,124663.6,122370.97
6,7.5,4,4,0,0.2146,124423.19,122338.98
6,7.5,4,5,0,0.2146,124391.19,122306.98
6,5,4,6,0,0.2146,124320.23,122274.99
6,5,4,7,0,0.2146,124288.23,122242.99
6,8.5,6,8,0,0.2146,124119.15,120565.89
6,8.5,4,9,0,0.2146,124087.15,120533.89
6,16,4,10,0,0.2146,123878.73,120533.89
6,16,6,11,0,0.2146,123846.74,120501.9
6,14.499999999999998,4,12,0,0.2071,123606.32,120469.9
6,14.499999999999998,4,13,0,0.2071,123574.33,120437.91
6,10.5,4,14,0,0.2071,123472.45,120405.91
6,10.5,5,15,0,0.2071,123440.46,120373.92
6,50,4,16,0,0.2172,123200.04,119485.99
6,50,4,17,0,0.2172,123168.05,119453.99
6,50,5,18,0,0.2172,122927.63,116920.95
6,50,4,19,0,0.2172,122895.64,116888.95
6,59.5,4,20,0,0.197,122687.22,116888.95
6,59.5,4,21,0,0.197,122655.22,116856.96
6,63.5,3,22,0,0.2424,122414.81,116824.96
6,63.5,4,23,0,0.2424,122382.81,116792.97
6,63.5,3,24,0,0.2424,122348.15,116760.97
6,63.5,3,25,0,0.2424,122316.16,116728.98
6,63.5,3,26,0,0.2424,122281.5,116696.99
6,63.5,3,27,0,0.2424,122249.5,116664.99
6,63.5,4,28,0,0.2424,122214.84,116633
6,63.5,3,29,0,0.2424,122182.85,116601
6,56.49999999999999,3,30,0,0.2424,122180.18,116601
6,56.49999999999999,3,31,0,0.2424,122148.19,116569.01
6,56.49999999999999,3,32,0,0.2424,122113.52,116537.01
6,56.49999999999999,3,33,0,0.2424,122081.53,116505.02
6,50,3,34,0,0.2424,121841.11,116473.02
6,50,3,35,0,0.2424,121809.12,116441.03
6,59.5,3,36,0,0.2424,121568.7,116409.03
6,59.5,4,37,0,0.2424,121536.71,116377.04
6,46,3,38,0,0.2323,121296.29,116345.04
6,46,3,39,0,0.2323,121264.3,116313.05
6,45.5,4,40,0,0.1894,121055.88,116313.05
6,45.5,4,41,0,0.1894,121023.88,116281.06
6,37,3,42,0,0.2399,120783.47,113748.01
6,37,4,43,0,0.2399,120751.47,113716.02
6,38,3,44,0,0.2399,120716.81,113684.02
6,38,3,45,0,0.2399,120684.82,113652.03
7,24.5,5,0,0,0.3447,124968.01,124968.01
7,24.5,4,1,0,0.3447,124936.01,124936.01
7,26.5,3,2,0,0.3447,124695.6,122402.97
7,26.5,3,3,0,0.3447,124663.6,122370.97
7,26.5,3,4,0,0.3447,124628.94,122338.98
7,26.5,3,5,0,0.3447,124596.95,122306.98
7,26.5,3,6,0,0.3447,124562.28,122274.99
7,26.5,3,7,0,0.3447,124530.29,122242.99
7,21.5,3,8,0,0.3523,124289.87,122211
7,21.5,3,9,0,0.3523,124257.88,122179
7,21.5,3,10,0,0.3523,124255.21,122179
7,21.5,3,11,0,0.3523,124223.22,122147.01
7,21.5,3,12,0,0.3523,123982.8,119613.96
7,21.5,3,13,0,0.3523,123950.81,119581.97
7,27.500000000000004,1,14,0,0.475,123710.39,119549.98
7,27.500000000000004,2,15,0,0.475,123678.4,119517.98
7,41,1,16,0,0.4995,123437.98,116984.94
7,41,2,17,0,0.4995,123405.99,116952.94
7,37.5,1,18,0,0.5071,123165.57,116920.95
7,37.5,1,19,0,0.5071,123133.58,116888.95
7,40.5,2,20,0,0.5225,122925.16,116888.95
7,40.5,1,21,0,0.5225,122893.16,116856.96
7,40.5,1,22,0,0.5225,122858.5,116824.96
7,40.5,1,23,0,0.5225,122826.51,116792.97
7,43,1,24,0,0.5061,122586.09,116760.97
7,43,1,25,0,0.5061,122554.1,116728.98
7,49.5,1,26,0,0.5215,122313.68,116696.99
7,49.5,1,27,0,0.5215,122281.69,116664.99
7,42,1,28,0,0.503,122041.27,116633
7,42,1,29,0,0.503,122009.28,116601
7,42,2,30,0,0.503,122006.61,116601
7,42,2,31,0,0.503,121974.62,116569.01
7,50.5,1,32,0,0.4987,121734.2,116537.01
7,50.5,1,33,0,0.4987,121702.21,116505.02
7,46,1,34,0,0.5227,121461.79,116473.02
7,46,2,35,0,0.5227,121429.8,116441.03
7,37.5,1,36,0,0.5227,121189.38,116409.03
7,37.5,1,37,0,0.5227,121157.39,116377.04
7,40,2,38,0,0.4164,120916.97,116345.04
7,40,2,39,0,0.4164,120884.98,116313.05
7,34,3,40,0,0.298,120676.56,116313.05
7,34,3,41,0,0.298,120644.56,116281.06
7,34,3,42,0,0.298,120404.15,113748.01
7,34,3,43,0,0.298,120372.15,113716.02
7,27,3,44,0,0.298,120131.74,113684.02
7,27,3,45,0,0.298,120099.74,113652.03
8,20.5,5,0,0,0.2096,124968.01,124968.01
8,20.5,5,1,0,0.2096,124936.01,124936.01
8,24,4,2,0,0.2399,124695.6,122402.97
8,24,4,3,0,0.2399,124663.6,122370.97
8,25,4,4,0,0.298,124423.19,122338.98
8,25,4,5,0,0.298,124391.19,122306.98
8,25,4,6,0,0.298,124356.53,122274.99
8,25,4,7,0,0.298,124324.54,122242.99
8,25,4,8,0,0.298,124289.87,122211
8,25,4,9,0,0.298,124257.88,122179
8,20,4,10,0,0.2942,124049.46,122179
8,20,4,11,0,0.2942,124017.46,122147.01
8,21.5,4,12,0,0.3258,123777.05,119613.96
8,21.5,4,13,0,0.3258,123745.05,119581.97
8,26.5,3,14,0,0.4457,123504.64,119549.98
8,26.5,3,15,0,0.4457,123472.64,119517.98
8,62.5,3,16,0,0.4634,123232.23,119485.99
8,62.5,3,17,0,0.4634,123200.23,119453.99
8,65.5,3,18,0,0.4197,122959.82,116920.95
8,65.5,3,19,0,0.4197,122927.82,116888.95
8,67,3,20,0,0.3859,122719.4,116888.95
8,67,3,21,0,0.3859,122687.41,116856.96
8,66,3,22,0,0.3859,122585.53,116824.96
8,66,3,23,0,0.3859,122553.54,116792.97
8,58.5,3,24,0,0.3859,122451.67,116760.97
8,58.5,3,25,0,0.3859,122419.67,116728.98
8,63.5,3,26,0,0.3924,122179.26,116696.99
8,63.5,3,27,0,0.3924,122147.26,116664.99
8,50.5,4,28,0,0.25,121906.85,116633
8,50.5,4,29,0,0.25,121874.85,116601
8,50.5,4,30,0,0.25,121872.19,116601
8,50.5,4,31,0,0.25,121840.19,116569.01
8,14.000000000000002,4,32,0,0.25,121738.32,116537.01
8,14.000000000000002,4,33,0,0.25,121706.32,116505.02
8,13,4,34,0,0.2576,121465.91,116473.02
8,13,4,35,0,0.2576,121433.91,116441.03
8,13,4,36,0,0.2576,121193.5,116409.03
8,13,4,37,0,0.2576,121161.5,116377.04
8,13,4,38,0,0.2576,121126.84,116345.04
8,13,4,39,0,0.2576,121094.85,116313.05
8,16,4,40,0,0.2475,120886.43,116313.05
8,16,4,41,0,0.2475,120854.43,116281.06
8,24,4,42,0,0.2551,120614.02,116249.06
8,24,4,43,0,0.2551,120582.02,116217.07
8,22,4,44,0,0.2551,120412.93,116185.07
8,22,4,45,0,0.2551,120380.94,116153.08
9,8,5,0,0,0.1818,124968.01,124968.01
9,8,5,1,0,0.1818,124936.01,124936.01
9,13,6,2,0,0.1515,124695.6,122402.97
9,13,6,3,0,0.1515,124663.6,122370.97
9,10.5,5,4,0,0.1793,124423.19,122338.98
9,10.5,5,5,0,0.1793,124391.19,122306.98
9,3,5,6,0,0.2045,124150.78,122274.99
9,3,5,7,0,0.2045,124118.78,122242.99
9,3,5,8,0,0.2045,123878.37,119709.95
9,3,5,9,0,0.2045,123846.37,119677.95
9,3.5000000000000004,5,10,0,0.1894,123776.49,119677.95
9,3.5000000000000004,5,11,0,0.1894,123744.5,119645.96
9,3.5000000000000004,5,12,0,0.1894,123709.84,119613.96
9,3.5000000000000004,5,13,0,0.1894,123677.84,119581.97
9,2,5,14,0,0.2045,123437.43,119549.98
9,2,5,15,0,0.2045,123405.43,119517.98
9,32.5,5,16,0,0.2045,123303.56,119485.99
9,32.5,5,17,0,0.2045,123271.56,119453.99
9,15,5,18,0,0.2045,123031.15,119422
9,15,5,19,0,0.2045,122999.15,119390
9,17.5,5,20,0,0.2045,122929.27,119390
9,17.5,5,21,0,0.2045,122897.28,119358.01
9,17.5,5,22,0,0.2045,122862.62,119326.01
9,17.5,5,23,0,0.2045,122830.62,119294.02
9,15,5,24,0,0.2045,122590.21,118423.47
9,15,5,25,0,0.2045,122558.21,118391.48
9,18.5,5,26,0,0.2045,122317.8,118359.48
9,18.5,5,27,0,0.2045,122285.8,118327.49
9,18,5,28,0,0.2045,122116.72,117488.93
9,18,5,29,0,0.2045,122084.72,117456.94
9,43,6,30,0,0.2045,121876.3,117456.94
9,43,5,31,0,0.2045,121844.31,117424.94
9,43,5,32,0,0.2045,121603.89,117392.95
9,43,5,33,0,0.2045,121571.9,117360.96
9,38,5,34,0,0.2045,121402.81,117328.96
9,38,5,35,0,0.2045,121370.81,117296.97
9,50,5,36,0,0.2045,121130.4,117264.97
9,50,5,37,0,0.2045,121098.4,117232.98
9,50,5,38,0,0.2045,121063.74,117200.98
9,50,5,39,0,0.2045,121031.75,117168.99
9,46.5,4,40,0,0.2348,120823.33,116313.05
9,46.5,4,41,0,0.2348,120791.33,116281.06
9,45,4,42,0,0.2424,120550.92,114603.95
9,45,4,43,0,0.2424,120518.92,114571.95
9,48,4,44,0,0.2424,120484.26,114539.96
9,48,4,45,0,0.2424,120452.27,114507.96
10,32,5,0,0,0.2013,124968.01,124968.01
10,32,5,1,0,0.2013,124936.01,124936.01
10,34.5,5,2,0,0.2088,124695.6,122402.97
10,34.5,5,3,0,0.2088,124663.6,122370.97
10,18.5,6,4,0,0.1667,124423.19,122338.98
10,18.5,6,5,0,0.1667,124391.19,122306.98
10,20,5,6,0,0.1894,124150.78,122274.99
10,20,5,7,0,0.1894,124118.78,122242.99
10,18.5,5,8,0,0.1894,124016.91,122211
10,18.5,5,9,0,0.1894,123984.91,122179
10,31,5,10,0,0.1894,123776.49,122179
10,31,5,11,0,0.1894,123744.5,122147.01
10,40,5,12,0,0.1894,123504.08,122115.01
10,40,5,13,0,0.1894,123472.09,122083.02
10,37,5,14,0,0.1742,123231.67,122051.03
10,37,5,15,0,0.1742,123199.68,122019.03
10,37.5,6,16,0,0.1515,122959.26,121987.04
10,37.5,6,17,0,0.1515,122927.27,121955.04
10,38,5,18,0,0.2172,122686.85,121084.49
10,38,5,19,0,0.2172,122654.86,121052.5
10,38,5,20,0,0.2172,122652.19,121052.5
10,38,5,21,0,0.2172,122620.2,121020.5
10,45.5,5,22,0,0.2172,122518.32,120988.51
10,45.5,5,23,0,0.2172,122486.33,120956.52
10,43,5,24,0,0.2172,122451.67,120924.52
10,43,6,25,0,0.2172,122419.67,120892.53
10,40.5,4,26,0,0.272,122179.26,120860.53
10,40.5,4,27,0,0.272,122147.26,120828.54
10,42,3,28,0,0.3566,121906.85,120796.54
10,42,3,29,0,0.3566,121874.85,120764.55
10,14.499999999999998,4,30,0,0.3273,121666.43,118263.5
10,14.499999999999998,3,31,0,0.3273,121634.44,118231.5
10,14.499999999999998,4,32,0,0.3273,121532.56,118199.51
10,14.499999999999998,4,33,0,0.3273,121500.57,118167.51
10,14.499999999999998,3,34,0,0.3273,121465.91,118135.52
10,14.499999999999998,3,35,0,0.3273,121433.91,118103.52
10,14.499999999999998,3,36,0,0.3273,121193.5,118071.53
10,14.499999999999998,3,37,0,0.3273,121161.5,118039.54
10,38.5,5,38,0,0.2513,120921.09,118007.54
10,38.5,4,39,0,0.2513,120889.09,117975.55
10,35.5,3,40,0,0.302,120680.67,117975.55
10,35.5,3,41,0,0.302,120648.68,117943.55
10,33,3,42,0,0.302,120479.59,117911.56
10,33,3,43,0,0.302,120447.59,117879.56
10,28.999999999999996,4,44,0,0.302,120278.51,117847.57
10,28.999999999999996,4,45,0,0.302,120246.51,117815.57
11,43,5,0,0,0.1742,124968.01,124968.01
11,43,5,1,0,0.1742,124936.01,124936.01
11,32.5,5,2,0,0.1742,124695.6,122402.97
11,32.5,5,3,0,0.1742,124663.6,122370.97
11,32.5,5,4,0,0.1742,124628.94,122338.98
11,32.5,5,5,0,0.1742,124596.95,122306.98
11,31,5,6,0,0.1742,124356.53,119773.94
11,31,5,7,0,0.1742,124324.54,119741.94
11,31,5,8,0,0.1742,124289.87,119709.95
11,31,5,9,0,0.1742,124257.88,119677.95
11,31,5,10,0,0.1742,124255.21,119677.95
11,31,5,11,0,0.1742,124223.22,119645.96
11,30.5,5,12,0,0.1742,124121.35,119613.96
11,30.5,5,13,0,0.1742,124089.35,119581.97
11,36,5,14,0,0.1742,123848.94,119549.98
11,36,5,15,0,0.1742,123816.94,119517.98
11,49.5,4,16,0,0.2045,123576.52,119485.99
11,49.5,4,17,0,0.2045,123544.53,119453.99
11,51,4,18,0,0.2045,123509.87,119422
11,51,4,19,0,0.2045,123477.87,119390
11,45.5,4,20,0,0.2197,123269.45,119390
11,45.5,4,21,0,0.2197,123237.46,119358.01
11,45.5,4,22,0,0.2197,122997.04,116824.96
11,45.5,4,23,0,0.2197,122965.05,116792.97
11,40.5,4,24,0,0.2121,122860.47,116760.97
11,40.5,4,25,0,0.2121,122828.48,116728.98
11,49,4,26,0,0.2121,122793.82,116696.99
11,49,4,27,0,0.2121,122761.82,116664.99
11,49,4,28,0,0.2121,122575.62,114782.51
11,49,4,29,0,0.2121,122543.63,114750.52
11,1.5,5,30,0,0.1894,122473.75,114750.52
11,1.5,5,31,0,0.1894,122441.75,114718.53
11,1.5,5,32,0,0.1894,122220.04,114686.53
11,1.5,5,33,0,0.1894,122188.05,114654.54
11,0,5,34,0,0.1742,121947.63,114622.54
11,0,5,35,0,0.1742,121915.64,114590.55
11,0,5,36,0,0.1742,121880.98,114526.56
11,0,5,37,0,0.1742,121848.98,114494.56
11,1,3,38,0,0.2348,121608.57,114462.57
11,1,3,39,0,0.2348,121576.57,114430.57
11,1,3,40,0,0.2348,121368.15,114430.57
11,1,4,41,0,0.2348,121336.16,114398.58
11,1,3,42,0,0.2247,121095.74,114366.58
11,1,3,43,0,0.2247,121063.75,114334.59
11,0.5,3,44,0,0.2247,120894.66,112657.48
11,0.5,3,45,0,0.2247,120862.67,112625.49
12,54.50000000000001,4,0,0,0.2273,124968.01,124968.01
12,54.50000000000001,4,1,0,0.2273,124936.01,124936.01
12,52,4,2,0,0.2273,124834.14,124065.46
12,52,4,3,0,0.2273,124802.14,124033.47
12,52,4,4,0,0.2273,124767.48,124001.47
12,52,5,5,0,0.2273,124735.49,123969.48
12,48,3,6,0,0.3003,124495.07,122274.99
12,48,2,7,0,0.3003,124463.08,122242.99
12,46,2,8,0,0.3003,124361.2,122211
12,46,2,9,0,0.3003,124329.21,122179
12,42.5,3,10,0,0.2399,124120.79,121340.45
12,42.5,3,11,0,0.2399,124088.79,121308.46
12,47.5,4,12,0,0.2399,123986.92,121276.46
12,47.5,3,13,0,0.2399,123954.92,121244.47
12,49.5,4,14,0,0.2184,123714.51,121212.47
12,49.5,4,15,0,0.2184,123682.51,121180.48
12,23,4,16,0,0.2184,123442.1,121148.48
12,23,3,17,0,0.2184,123410.1,121116.49
12,16.5,3,18,0,0.2184,123308.23,121084.49
12,16.5,3,19,0,0.2184,123276.24,121052.5
12,21,4,20,0,0.2184,123067.81,121052.5
12,21,5,21,0,0.2184,123035.82,121020.5
12,19,4,22,0,0.2109,122795.4,120988.51
12,19,3,23,0,0.2109,122763.41,120956.52
